Eight of Clubs 55/10/1 in Uranus VS Nine of Diamonds 44/8 in Saturn = Eight of Clubs 55/10/1 in Uranus
Seven of Diamonds 32/5 in Jupiter VS Four of Hearts 56/11/2 in Neptune = Seven of Diamonds 32/5 in Jupiter
Queen of Clubs 24/6 in Venus VS Eight of Spades 30/3 in Mars = Queen of Clubs 24/6 in Venus
Seven of Diamonds 66/12/3 in Saturn VS Ace of Clubs 51/6 in Jupiter = Seven of Diamonds 66/12/3 in Saturn
Four of Diamonds 31/4 in Uranus VS Two of Clubs 37/10/1 in Mercury = Four of Diamonds 31/4 in Uranus
Ace of Clubs 42/6 in Mars VS Jack of Spades 33/6 in Uranus = Ace of Clubs 42/6 in Mars
Queen of Spades 34/7 in Mars VS Three of Clubs 32/5 in Neptune = Queen of Spades 34/7 in Mars
Jack of Spades 67/13/4 in Venus VS Ten of Clubs 66/12/3 in Mercury = Jack of Spades 67/13/4 in Venus
Three of Clubs 48/12/3 in Saturn VS Two of Clubs 61/7 in Mars = Three of Clubs 48/12/3 in Saturn
Two of Spades 41/5 in Mercury VS Jack of Spades 40/4 in Uranus = Two of Spades 41/5 in Mercury
Ace of Spades 61/7 in Mars VS Jack of Hearts 57/12/3 in Neptune = Ace of Spades 61/7 in Mars
King of Hearts 31/4 in Saturn VS Six of Clubs 54/9 in Mercury = King of Hearts 31/4 in Saturn
Five of Spades 18/9 in Neptune VS Eight of Spades 48/12/3 in Neptune = Five of Spades 18/9 in Neptune
Five of Clubs 66/12/3 in Mercury VS Seven of Spades 70/7 in Mercury = Five of Clubs 66/12/3 in Mercury
Nine of Hearts 53/8 in Uranus VS Eight of Hearts 65/11/2 in Uranus = Nine of Hearts 53/8 in Uranus
Seven of Clubs 8 in Mercury VS Six of Hearts 72/9 in Jupiter = Seven of Clubs 8 in Mercury
Five of Clubs 50/5 in Mars VS Seven of Diamonds 70/7 in Jupiter = Five of Clubs 50/5 in Mars
Six of Clubs 60/6 in Neptune VS King of Hearts 45/9 in Saturn = Six of Clubs 60/6 in Neptune
Four of Clubs 28/10/1 in Saturn VS Four of Hearts 32/5 in Mercury = Four of Clubs 28/10/1 in Saturn
King of Clubs 32/5 in Neptune VS Eight of Spades 37/10/1 in Mars = King of Clubs 32/5 in Neptune
Ace of Spades 56/11/2 in Venus VS Nine of Diamonds 51/6 in Mars = Ace of Spades 56/11/2 in Venus
Three of Diamonds 59/14/5 in Mars VS Eight of Hearts 61/7 in Mars = Three of Diamonds 59/14/5 in Mars
Six of Spades 53/8 in Saturn VS Nine of Diamonds 50/5 in Mercury = Six of Spades 53/8 in Saturn
Seven of Clubs 56/11/2 in Venus VS Queen of Diamonds 75/12/3 in Saturn = Seven of Clubs 56/11/2 in Venus
Six of Clubs 38/11/2 in Uranus VS Three of Spades 52/7 in Jupiter = Six of Clubs 38/11/2 in Uranus
Seven of Clubs 49/13/4 in Mercury VS Six of Diamonds 35/8 in Jupiter = Seven of Clubs 49/13/4 in Mercury
Jack of Hearts 28/10/1 in Venus VS Six of Clubs 45/9 in Mars = Jack of Hearts 28/10/1 in Venus
Jack of Spades 52/7 in Mars VS Four of Diamonds 35/8 in Venus = Jack of Spades 52/7 in Mars
Nine of Hearts 31/4 in Jupiter VS Eight of Diamonds 51/6 in Neptune = Nine of Hearts 31/4 in Jupiter
Jack of Hearts 25/7 in Uranus VS Six of Diamonds 24/6 in Saturn = Jack of Hearts 25/7 in Uranus
Queen of Clubs 27/9 in Mars VS Ten of Clubs 21/3 in Mars = Queen of Clubs 27/9 in Mars
Ten of Diamonds 42/6 in Mars VS Six of Diamonds 48/12/3 in Neptune = Ten of Diamonds 42/6 in Mars
Ace of Diamonds 51/6 in Neptune VS Ace of Diamonds 52/7 in Uranus = Ace of Diamonds 51/6 in Neptune
Ten of Diamonds 48/12/3 in Mars VS Ace of Clubs 68/14/5 in Uranus = Ten of Diamonds 48/12/3 in Mars
Seven of Diamonds 48/12/3 in Jupiter VS Eight of Hearts 50/5 in Neptune = Seven of Diamonds 48/12/3 in Jupiter
Three of Diamonds 71/8 in Jupiter VS Nine of Diamonds 46/10/1 in Mars = Three of Diamonds 71/8 in Jupiter
Two of Diamonds 56/11/2 in Mars VS Jack of Diamonds 49/13/4 in Jupiter = Two of Diamonds 56/11/2 in Mars
Five of Hearts 63/9 in Uranus VS Nine of Spades 58/13/4 in Saturn = Five of Hearts 63/9 in Uranus
Six of Hearts 65/11/2 in Mars VS Jack of Hearts 49/13/4 in Mars = Six of Hearts 65/11/2 in Mars
Three of Clubs 27/9 in Mars VS Seven of Hearts 37/10/1 in Venus = Three of Clubs 27/9 in Mars
Nine of Hearts 41/5 in Mercury VS Six of Diamonds 38/11/2 in Neptune = Nine of Hearts 41/5 in Mercury
Eight of Clubs 30/3 in Uranus VS Four of Clubs 23/5 in Neptune = Eight of Clubs 30/3 in Uranus
Nine of Clubs 63/9 in Venus VS Nine of Clubs 49/13/4 in Saturn = Nine of Clubs 63/9 in Venus
Ten of Hearts 49/13/4 in Venus VS Nine of Hearts 61/7 in Jupiter = Ten of Hearts 49/13/4 in Venus
Jack of Diamonds 46/10/1 in Jupiter VS Jack of Hearts 37/10/1 in Venus = Jack of Diamonds 46/10/1 in Jupiter
Eight of Diamonds 40/4 in Mercury VS Three of Diamonds 48/12/3 in Uranus = Eight of Diamonds 40/4 in Mercury
Five of Clubs 62/8 in Neptune VS Six of Hearts 61/7 in Mercury = Five of Clubs 62/8 in Neptune
Five of Hearts 54/9 in Venus VS Five of Spades 62/8 in Neptune = Five of Hearts 54/9 in Venus
Queen of Clubs 45/9 in Venus VS Eight of Clubs 64/10/1 in Saturn = Queen of Clubs 45/9 in Venus
King of Hearts 51/6 in Saturn VS Five of Spades 61/7 in Mercury = King of Hearts 51/6 in Saturn
Seven of Spades 25/7 in Uranus VS Three of Diamonds 38/11/2 in Mercury = Seven of Spades 25/7 in Uranus
Ten of Spades 55/10/1 in Venus VS Nine of Diamonds 54/9 in Mercury = Ten of Spades 55/10/1 in Venus
Three of Clubs 71/8 in Saturn VS Two of Hearts 78/15/6 in Saturn = Three of Clubs 71/8 in Saturn
Ten of Clubs 46/10/1 in Mercury VS King of Spades 41/5 in Mars = Ten of Clubs 46/10/1 in Mercury
King of Clubs 53/8 in Uranus VS Six of Spades 34/7 in Mars = King of Clubs 53/8 in Uranus
King of Spades 31/4 in Mars VS Three of Spades 47/11/2 in Jupiter = King of Spades 31/4 in Mars
Queen of Clubs 47/11/2 in Uranus VS Four of Clubs 35/8 in Neptune = Queen of Clubs 47/11/2 in Uranus
Seven of Spades 48/12/3 in Jupiter VS Ace of Diamonds 31/4 in Venus = Seven of Spades 48/12/3 in Jupiter
Three of Clubs 45/9 in Jupiter VS Eight of Clubs 23/5 in Mars = Three of Clubs 45/9 in Jupiter
Two of Spades 71/8 in Mercury VS Four of Spades 40/4 in Jupiter = Two of Spades 71/8 in Mercury
Four of Hearts 40/4 in Mars VS Eight of Diamonds 18/9 in Saturn = Four of Hearts 40/4 in Mars
King of Spades 50/5 in Neptune VS King of Spades 50/5 in Neptune = King of Spades 50/5 in Neptune
Jack of Diamonds 43/7 in Uranus VS Six of Diamonds 24/6 in Jupiter = Jack of Diamonds 43/7 in Uranus
Eight of Spades 45/9 in Uranus VS Seven of Spades 36/9 in Venus = Eight of Spades 45/9 in Uranus
Jack of Clubs 36/9 in Mars VS Ace of Spades 19/10/1 in Neptune = Jack of Clubs 36/9 in Mars
Jack of Hearts 53/8 in Jupiter VS Three of Diamonds 32/5 in Venus = Jack of Hearts 53/8 in Jupiter
Jack of Clubs 63/9 in Uranus VS Nine of Diamonds 55/10/1 in Uranus = Jack of Clubs 63/9 in Uranus
King of Spades 72/9 in Mercury VS Seven of Hearts 63/9 in Neptune = King of Spades 72/9 in Mercury
Two of Hearts 72/9 in Jupiter VS Eight of Diamonds 57/12/3 in Uranus = Two of Hearts 72/9 in Jupiter
Six of Clubs 33/6 in Neptune VS Eight of Clubs 34/7 in Uranus = Six of Clubs 33/6 in Neptune
Queen of Diamonds 69/15/6 in Saturn VS Jack of Clubs 57/12/3 in Mars = Queen of Diamonds 69/15/6 in Saturn
Seven of Diamonds 58/13/4 in Venus VS Five of Diamonds 43/7 in Jupiter = Seven of Diamonds 58/13/4 in Venus
Ace of Clubs 62/8 in Saturn VS Eight of Clubs 40/4 in Jupiter = Ace of Clubs 62/8 in Saturn
Three of Spades 52/7 in Mercury VS Four of Diamonds 62/8 in Uranus = Three of Spades 52/7 in Mercury
Two of Diamonds 41/5 in Mars VS Nine of Diamonds 50/5 in Neptune = Two of Diamonds 41/5 in Mars
Four of Hearts 39/12/3 in Mercury VS Five of Hearts 32/5 in Saturn = Four of Hearts 39/12/3 in Mercury
Ten of Spades 33/6 in Venus VS Two of Diamonds 48/12/3 in Jupiter = Ten of Spades 33/6 in Venus
King of Spades 30/3 in Mercury VS Jack of Hearts 54/9 in Venus = King of Spades 30/3 in Mercury
Nine of Spades 29/11/2 in Neptune VS Six of Diamonds 23/5 in Jupiter = Nine of Spades 29/11/2 in Neptune
Five of Hearts 58/13/4 in Jupiter VS Nine of Hearts 60/6 in Mercury = Five of Hearts 58/13/4 in Jupiter
Eight of Clubs 55/10/1 in Neptune VS Ten of Spades 37/10/1 in Jupiter = Eight of Clubs 55/10/1 in Neptune
Eight of Diamonds 50/5 in Jupiter VS Six of Diamonds 65/11/2 in Jupiter = Eight of Diamonds 50/5 in Jupiter
Queen of Hearts 64/10/1 in Mercury VS Seven of Hearts 44/8 in Venus = Queen of Hearts 64/10/1 in Mercury
Three of Clubs 71/8 in Uranus VS Six of Spades 72/9 in Venus = Three of Clubs 71/8 in Uranus
Ace of Clubs 64/10/1 in Jupiter VS Ace of Hearts 37/10/1 in Neptune = Ace of Clubs 64/10/1 in Jupiter
Six of Diamonds 36/9 in Jupiter VS Four of Hearts 42/6 in Venus = Six of Diamonds 36/9 in Jupiter
Six of Spades 48/12/3 in Uranus VS Nine of Spades 31/4 in Neptune = Six of Spades 48/12/3 in Uranus
Four of Hearts 32/5 in Saturn VS Eight of Clubs 57/12/3 in Mercury = Four of Hearts 32/5 in Saturn
Ten of Spades 44/8 in Venus VS Nine of Clubs 23/5 in Mercury = Ten of Spades 44/8 in Venus
Two of Diamonds 43/7 in Mercury VS Queen of Spades 33/6 in Mars = Two of Diamonds 43/7 in Mercury
Three of Hearts 51/6 in Mercury VS Eight of Clubs 36/9 in Mars = Three of Hearts 51/6 in Mercury
Six of Spades 46/10/1 in Uranus VS Ace of Spades 43/7 in Venus = Six of Spades 46/10/1 in Uranus
King of Diamonds 42/6 in Mercury VS Five of Spades 33/6 in Neptune = King of Diamonds 42/6 in Mercury
Four of Hearts 57/12/3 in Mars VS Ten of Clubs 56/11/2 in Neptune = Four of Hearts 57/12/3 in Mars
Jack of Hearts 62/8 in Neptune VS Nine of Hearts 50/5 in Mercury = Jack of Hearts 62/8 in Neptune
Two of Hearts 29/11/2 in Uranus VS Queen of Spades 41/5 in Saturn = Two of Hearts 29/11/2 in Uranus
Three of Hearts 51/6 in Uranus VS Five of Clubs 44/8 in Jupiter = Three of Hearts 51/6 in Uranus
Eight of Spades 47/11/2 in Venus VS Queen of Hearts 52/7 in Neptune = Eight of Spades 47/11/2 in Venus
Nine of Diamonds 64/10/1 in Mars VS Four of Clubs 35/8 in Saturn = Nine of Diamonds 64/10/1 in Mars
Nine of Clubs 31/4 in Venus VS Jack of Hearts 28/10/1 in Venus = Nine of Clubs 31/4 in Venus
King of Diamonds 50/5 in Mars VS Four of Hearts 32/5 in Uranus = King of Diamonds 50/5 in Mars
Three of Diamonds 62/8 in Venus VS Six of Spades 52/7 in Mercury = Three of Diamonds 62/8 in Venus
Five of Clubs 25/7 in Venus VS King of Hearts 15/6 in Uranus = Five of Clubs 25/7 in Venus
Eight of Diamonds 71/8 in Venus VS Jack of Clubs 52/7 in Saturn = Eight of Diamonds 71/8 in Venus
King of Diamonds 24/6 in Jupiter VS Seven of Spades 47/11/2 in Venus = King of Diamonds 24/6 in Jupiter
Four of Hearts 53/8 in Saturn VS Two of Spades 72/9 in Jupiter = Four of Hearts 53/8 in Saturn
Six of Spades 47/11/2 in Mars VS Ten of Hearts 73/10/1 in Uranus = Six of Spades 47/11/2 in Mars
Three of Diamonds 38/11/2 in Jupiter VS Two of Clubs 33/6 in Mercury = Three of Diamonds 38/11/2 in Jupiter
Ten of Clubs 40/4 in Mercury VS Eight of Spades 29/11/2 in Neptune = Ten of Clubs 40/4 in Mercury
Jack of Diamonds 36/9 in Jupiter VS Nine of Hearts 41/5 in Venus = Jack of Diamonds 36/9 in Jupiter
Queen of Hearts 56/11/2 in Mars VS Ten of Hearts 50/5 in Neptune = Queen of Hearts 56/11/2 in Mars
King of Spades 56/11/2 in Mars VS Jack of Spades 36/9 in Neptune = King of Spades 56/11/2 in Mars
Five of Hearts 35/8 in Mars VS Queen of Spades 44/8 in Saturn = Five of Hearts 35/8 in Mars
Eight of Spades 51/6 in Mercury VS Queen of Spades 71/8 in Saturn = Eight of Spades 51/6 in Mercury
Queen of Clubs 34/7 in Saturn VS Eight of Spades 51/6 in Mercury = Queen of Clubs 34/7 in Saturn
Two of Diamonds 16/7 in Uranus VS Queen of Diamonds 41/5 in Saturn = Two of Diamonds 16/7 in Uranus
Eight of Spades 59/14/5 in Mercury VS Ten of Clubs 52/7 in Mars = Eight of Spades 59/14/5 in Mercury
Four of Clubs 31/4 in Saturn VS Queen of Diamonds 27/9 in Mars = Four of Clubs 31/4 in Saturn
Seven of Spades 59/14/5 in Jupiter VS Jack of Hearts 60/6 in Saturn = Seven of Spades 59/14/5 in Jupiter
Three of Spades 32/5 in Mars VS Two of Hearts 39/12/3 in Neptune = Three of Spades 32/5 in Mars
King of Diamonds 23/5 in Mercury VS King of Clubs 15/6 in Venus = King of Diamonds 23/5 in Mercury
Nine of Clubs 42/6 in Mars VS Nine of Hearts 33/6 in Jupiter = Nine of Clubs 42/6 in Mars
Nine of Spades 43/7 in Jupiter VS King of Clubs 55/10/1 in Jupiter = Nine of Spades 43/7 in Jupiter
Four of Clubs 25/7 in Uranus VS Four of Clubs 27/9 in Jupiter = Four of Clubs 25/7 in Uranus
Five of Clubs 33/6 in Jupiter VS Nine of Diamonds 31/4 in Jupiter = Five of Clubs 33/6 in Jupiter
Six of Clubs 39/12/3 in Mercury VS Two of Spades 24/6 in Jupiter = Six of Clubs 39/12/3 in Mercury
Seven of Spades 39/12/3 in Saturn VS Ten of Diamonds 40/4 in Neptune = Seven of Spades 39/12/3 in Saturn
Nine of Diamonds 36/9 in Jupiter VS Three of Spades 59/14/5 in Mars = Nine of Diamonds 36/9 in Jupiter
Jack of Clubs 26/8 in Neptune VS King of Diamonds 38/11/2 in Mars = Jack of Clubs 26/8 in Neptune
Two of Diamonds 22/4 in Jupiter VS Six of Diamonds 27/9 in Mercury = Two of Diamonds 22/4 in Jupiter
Seven of Diamonds 57/12/3 in Mercury VS Queen of Diamonds 55/10/1 in Mercury = Seven of Diamonds 57/12/3 in Mercury
Eight of Hearts 33/6 in Mars VS Nine of Diamonds 39/12/3 in Saturn = Eight of Hearts 33/6 in Mars
Nine of Diamonds 47/11/2 in Saturn VS Six of Spades 54/9 in Jupiter = Nine of Diamonds 47/11/2 in Saturn
Two of Hearts 45/9 in Venus VS Three of Hearts 38/11/2 in Jupiter = Two of Hearts 45/9 in Venus
Four of Hearts 48/12/3 in Uranus VS Five of Hearts 56/11/2 in Mars = Four of Hearts 48/12/3 in Uranus
Eight of Hearts 56/11/2 in Venus VS Five of Hearts 50/5 in Venus = Eight of Hearts 56/11/2 in Venus
Queen of Hearts 76/13/4 in Uranus VS Four of Clubs 68/14/5 in Jupiter = Queen of Hearts 76/13/4 in Uranus
Ace of Clubs 43/7 in Mars VS Five of Clubs 64/10/1 in Mercury = Ace of Clubs 43/7 in Mars
Eight of Hearts 12/3 in Mars VS Ten of Spades 66/12/3 in Saturn = Eight of Hearts 12/3 in Mars
Eight of Clubs 57/12/3 in Saturn VS Five of Spades 66/12/3 in Mercury = Eight of Clubs 57/12/3 in Saturn
Eight of Hearts 56/11/2 in Uranus VS Three of Hearts 58/13/4 in Uranus = Eight of Hearts 56/11/2 in Uranus
Ten of Diamonds 66/12/3 in Venus VS King of Hearts 52/7 in Mars = Ten of Diamonds 66/12/3 in Venus
Ace of Hearts 60/6 in Mars VS Queen of Diamonds 68/14/5 in Uranus = Ace of Hearts 60/6 in Mars
Ten of Diamonds 42/6 in Jupiter VS Five of Hearts 58/13/4 in Venus = Ten of Diamonds 42/6 in Jupiter
Three of Diamonds 37/10/1 in Neptune VS Three of Clubs 48/12/3 in Mercury = Three of Diamonds 37/10/1 in Neptune
Six of Diamonds 31/4 in Mercury VS Ace of Diamonds 42/6 in Venus = Six of Diamonds 31/4 in Mercury
Two of Hearts 32/5 in Mars VS Six of Clubs 35/8 in Neptune = Two of Hearts 32/5 in Mars
Four of Spades 65/11/2 in Venus VS Ace of Hearts 51/6 in Neptune = Four of Spades 65/11/2 in Venus
Ten of Clubs 9 in Uranus VS Ace of Hearts 51/6 in Venus = Ten of Clubs 9 in Uranus
Three of Diamonds 31/4 in Uranus VS Four of Hearts 53/8 in Mercury = Three of Diamonds 31/4 in Uranus
Ace of Spades 42/6 in Jupiter VS Two of Spades 39/12/3 in Jupiter = Ace of Spades 42/6 in Jupiter
Nine of Diamonds 75/12/3 in Mercury VS Ten of Clubs 61/7 in Mars = Nine of Diamonds 75/12/3 in Mercury
Jack of Spades 41/5 in Venus VS King of Diamonds 36/9 in Uranus = Jack of Spades 41/5 in Venus
Ace of Clubs 43/7 in Uranus VS Seven of Diamonds 47/11/2 in Mercury = Ace of Clubs 43/7 in Uranus
Five of Hearts 50/5 in Mercury VS Six of Clubs 38/11/2 in Neptune = Five of Hearts 50/5 in Mercury
Eight of Diamonds 29/11/2 in Saturn VS Eight of Spades 48/12/3 in Mercury = Eight of Diamonds 29/11/2 in Saturn
Nine of Diamonds 46/10/1 in Uranus VS Eight of Spades 35/8 in Mars = Nine of Diamonds 46/10/1 in Uranus
Queen of Diamonds 52/7 in Venus VS Six of Hearts 66/12/3 in Uranus = Queen of Diamonds 52/7 in Venus
Eight of Clubs 59/14/5 in Jupiter VS Six of Spades 55/10/1 in Saturn = Eight of Clubs 59/14/5 in Jupiter
Two of Spades 47/11/2 in Saturn VS Jack of Diamonds 49/13/4 in Mars = Two of Spades 47/11/2 in Saturn
Ten of Diamonds 29/11/2 in Jupiter VS Eight of Spades 34/7 in Uranus = Ten of Diamonds 29/11/2 in Jupiter
Eight of Clubs 48/12/3 in Mars VS Five of Clubs 28/10/1 in Neptune = Eight of Clubs 48/12/3 in Mars
Seven of Spades 35/8 in Jupiter VS Two of Diamonds 41/5 in Uranus = Seven of Spades 35/8 in Jupiter
Six of Hearts 16/7 in Neptune VS Six of Clubs 64/10/1 in Jupiter = Six of Hearts 16/7 in Neptune
Two of Diamonds 51/6 in Jupiter VS Two of Hearts 45/9 in Neptune = Two of Diamonds 51/6 in Jupiter
Five of Clubs 48/12/3 in Neptune VS Three of Diamonds 53/8 in Saturn = Five of Clubs 48/12/3 in Neptune
Nine of Spades 62/8 in Mercury VS Three of Diamonds 64/10/1 in Neptune = Nine of Spades 62/8 in Mercury
Queen of Hearts 30/3 in Jupiter VS Seven of Hearts 34/7 in Mars = Queen of Hearts 30/3 in Jupiter
King of Spades 41/5 in Mars VS Jack of Hearts 56/11/2 in Venus = King of Spades 41/5 in Mars
Six of Clubs 43/7 in Neptune VS Nine of Spades 32/5 in Saturn = Six of Clubs 43/7 in Neptune
Ten of Clubs 39/12/3 in Jupiter VS Six of Spades 60/6 in Saturn = Ten of Clubs 39/12/3 in Jupiter
Eight of Clubs 75/12/3 in Venus VS Ten of Spades 52/7 in Saturn = Eight of Clubs 75/12/3 in Venus
Five of Diamonds 28/10/1 in Uranus VS Five of Spades 43/7 in Neptune = Five of Diamonds 28/10/1 in Uranus
Seven of Spades 49/13/4 in Venus VS Queen of Diamonds 21/3 in Jupiter = Seven of Spades 49/13/4 in Venus
Eight of Diamonds 48/12/3 in Venus VS Two of Hearts 46/10/1 in Venus = Eight of Diamonds 48/12/3 in Venus
Two of Clubs 43/7 in Saturn VS Five of Diamonds 46/10/1 in Mercury = Two of Clubs 43/7 in Saturn
Jack of Diamonds 37/10/1 in Mars VS Seven of Clubs 33/6 in Uranus = Jack of Diamonds 37/10/1 in Mars
Ten of Clubs 24/6 in Uranus VS King of Clubs 44/8 in Saturn = Ten of Clubs 24/6 in Uranus
Queen of Hearts 43/7 in Uranus VS Three of Clubs 59/14/5 in Mercury = Queen of Hearts 43/7 in Uranus
Queen of Spades 55/10/1 in Uranus VS Four of Spades 63/9 in Saturn = Queen of Spades 55/10/1 in Uranus
King of Diamonds 54/9 in Saturn VS Queen of Spades 67/13/4 in Neptune = King of Diamonds 54/9 in Saturn
Four of Spades 42/6 in Mercury VS Nine of Clubs 55/10/1 in Uranus = Four of Spades 42/6 in Mercury
King of Hearts 30/3 in Neptune VS Six of Spades 25/7 in Mercury = King of Hearts 30/3 in Neptune
Jack of Clubs 64/10/1 in Venus VS Four of Clubs 48/12/3 in Mercury = Jack of Clubs 64/10/1 in Venus
Three of Hearts 65/11/2 in Mars VS Eight of Hearts 62/8 in Uranus = Three of Hearts 65/11/2 in Mars
Six of Clubs 57/12/3 in Mercury VS Seven of Hearts 51/6 in Mercury = Six of Clubs 57/12/3 in Mercury
Ace of Spades 46/10/1 in Neptune VS Nine of Spades 49/13/4 in Neptune = Ace of Spades 46/10/1 in Neptune
Three of Spades 57/12/3 in Mercury VS King of Spades 56/11/2 in Mars = Three of Spades 57/12/3 in Mercury
